TESTEMUNHO,Amostra,Acanthoica spp.,B. bigelowii,C. cristatus,C. cristatus HET,C.telesmus,C. simplex,Ceratolithus spp.,Ceratolithus TOTAL,C. quadriperforatus (>8µm),C. leptoporus G (>5µm),C. leptoporus M (5<x<8),C. leptoporus P (<5µm),Calcididcus spp.,Calcidiscus TOTAL,C. murrayi,C. brasiliensis,Calciosolenia spp.,Calciosolenia TOTAL,C. pel. pelagicus,C. pelagicus braarudii,C. pelagicus,Coccolithus TOTAL,C. binodata,C. mediterranae,Coronosphaera spp.,Coronosphaera TOTAL,D. tubifera,E. huxleyi G,E. huxleyi M,E. huxleyi P,E. huxleyi spp.,E. huxleyi TOTAL,F. profunda,G.oceanica G,G. oceanica M,G. oceanica fechada,G. oceanica INTER,G. oceanica P,G. paralela G,G. paralela M,G.carib G,G. carib M,G. carib aberta,G. carib INTER,G. carib P,G. muellerae,G. ericsonii,G. sinuosa 1,G. sinuosa 2,G. sinuosa spp.,G. sinuosa TOTAL,G. aperta 1,G. aperta 2,G. aperta spp.,G. aperta TOTAL,Geph. spp. G,Geph. spp. M,Geph. spp. P,Gephyrocapsa P,Gephyrocapsa M,Gephyrocapsa G,Gephyrocapsa Total,Hayaster spp.,H. carteri,H. hyalina,H. wallichii,H. inversa,H. pavimentum,H. sellii,Helicosphaera spp.,Helicosphaera TOTAL,H. macroporus,Neosphaera spp,Oolithotus spp.,P. discopora,P.indoceanica,P.syracusana,P. multipora,P. japonica,P.jonesii,P. messinae,Pontosphaera spp.,Pontosphaera TOTAL,P. lacunosa,P. ovata,Pseudoemiliania TOTAL,R. minuta,R. minutula,R. producta,Reticulofenestra spp. (>5µm),Reticulofenestra spp.(<5µm),Reticulofenestra TOTAL,R. clavigera,R. stylifera,Rhabd. spp.,Rhabdosphaera TOTAL,S. recta,S. apsteinii,S. porosa,Scyphosphaera spp.,Scyphosphaera TOTAL,S. hystrica,S. anthos,S. pulchra,S. lamina,Syrac. spp.,Syracosphaera TOTAL,T. quadrilaminata,T. saxea,T. heimii,Thorac. spp.,Thoracosphaera TOTAL,T. saxea (frag.),T. heimii (frag.),U. irregularis,U. tenuis,Umbellosphaera spp.,Umbellosphaera TOTAL,U.sibogae,U. foliosa,U. jafari,U. hulburtiana,Umbilicosphaera spp.,Umbilicosphaera TOTAL,PMP,TOTAL
KF-16,1310,0,0,0,0,0,0,0,0,0,0,1.0700000000000001,0,0,1.0700000000000001,0,0.17999999999999999,0,0.17999999999999999,0,0,0,0,0,0.17999999999999999,0,0.17999999999999999,0,0,11.449999999999999,0,0,11.449999999999999,22.719999999999999,0,2.1499999999999999,0,0,0.71999999999999997,0,0,0.17999999999999999,1.6100000000000001,0,0,12.16,1.0700000000000001,8.9399999999999995,0,0,0,0,0,0,0,9.4800000000000004,0,0.89000000000000001,15.210000000000001,46.509999999999998,5.7199999999999998,0.17999999999999999,52.420000000000002,0,0.17999999999999999,0.17999999999999999,0,0,0.35999999999999999,0,0.54000000000000004,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4299999999999999,0,0,1.4299999999999999,0,0,0,0,0,0,0.17999999999999999,0.35999999999999999,0,0.89000000000000001,1.4299999999999999,0,0,0,0,0,0,0.17999999999999999,0.35999999999999999,0.17999999999999999,0,0.54000000000000004,1.97,0.17999999999999999,0,0.17999999999999999,0,2.3300000000000001,5.0099999999999998,100
KF-16,1315,0,0,0,0.46999999999999997,0,0,0,0.46999999999999997,0,0,1.6499999999999999,1.1799999999999999,0,2.8300000000000001,0,0,0,0,0,0,0.23999999999999999,0.23999999999999999,0,0.23999999999999999,0,0.23999999999999999,0,0,6.1299999999999999,1.6499999999999999,0,7.7800000000000002,23.350000000000001,0,11.56,0,1.4199999999999999,3.77,0,0,0,6.3700000000000001,0,0.70999999999999996,8.9600000000000009,0.70999999999999996,2.8300000000000001,0.23999999999999999,0,0,0.23999999999999999,2.3599999999999999,0.46999999999999997,0,2.8300000000000001,0,1.6499999999999999,6.5999999999999996,25.239999999999998,22.41,0,47.640000000000001,0,0.70999999999999996,0.46999999999999997,0,0,0.46999999999999997,0,0,1.6499999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23999999999999999,0,0,0,0.23999999999999999,3.2999999999999998,0,0,3.2999999999999998,0,0,0,0,0,0,0.23999999999999999,1.6499999999999999,0,0,1.8899999999999999,0,0,0,0,0,0,0,1.4199999999999999,0.46999999999999997,0,1.8899999999999999,4.0099999999999998,0,0,0,0,4.0099999999999998,4.4800000000000004,100
KF-16,1320,0,0,0,0,0,0,0,0,0.23999999999999999,0,2.8399999999999999,0.23999999999999999,0,3.3100000000000001,0,0,0,0,0,0,0.23999999999999999,0.23999999999999999,0,0,0,0,0,0.70999999999999996,9.9299999999999997,0.70999999999999996,0,11.35,25.300000000000001,0.23999999999999999,11.109999999999999,1.1799999999999999,0,3.5499999999999998,0,0,0,2.6000000000000001,0.94999999999999996,0,7.3300000000000001,0.23999999999999999,2.3599999999999999,0,0.46999999999999997,0,0.46999999999999997,2.3599999999999999,3.7799999999999998,0,6.1500000000000004,0,1.8899999999999999,4.4900000000000002,24.350000000000001,17.969999999999999,0.23999999999999999,42.549999999999997,0,0.94999999999999996,0,0,0,0,0,0,0.94999999999999996,0,0,0,0,0,0,0,0,0,0,0.23999999999999999,0.23999999999999999,0,0,0,0,0,0,0,0,0,3.0699999999999998,0,0,3.0699999999999998,0,0,0,0,0,0,1.4199999999999999,0.94999999999999996,0,1.1799999999999999,3.5499999999999998,0,0,0,0,0,0,0.23999999999999999,0,0,0.23999999999999999,0.23999999999999999,5.2000000000000002,0.46999999999999997,0,0,0,5.6699999999999999,3.5499999999999998,100
KF-16,1325,0,0,0,0,0,0,0,0,0,0,2.9700000000000002,0.37,0,3.3500000000000001,0,0.73999999999999999,0,0.73999999999999999,0.19,0,0,0.19,0,0.19,0,0.19,0,0,5.5800000000000001,0.37,0,5.9500000000000002,26.77,0,6.6900000000000004,0,0,3.3500000000000001,0,0,0,3.7200000000000002,0.37,0,5.5800000000000001,0,2.9700000000000002,1.1200000000000001,1.6699999999999999,0,2.79,2.04,13.57,0,15.609999999999999,0,0.73999999999999999,8.7400000000000002,39.030000000000001,11.52,0,50.560000000000002,0,0,0.19,0,0,0,0,0.19,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6000000000000001,0.19,0,2.79,0,0.19,0,0,0.19,0.19,0.37,1.3,0,0.37,2.23,0,0,0,0.19,0.19,0,0,0,0.73999999999999999,0,0.73999999999999999,1.8600000000000001,0,0,0,0,1.8600000000000001,3.8999999999999999,100
KF-16,1330,0,0,0,0,0,0,0,0,0,0,1.52,0,0,1.52,0,0,0,0,0,0,0.19,0.19,0,0,0,0,0,0.38,10.98,0,0,11.359999999999999,38.829999999999998,0.19,3.2200000000000002,0,0,0.76000000000000001,0,0,0,4.9199999999999999,0,0,9.8499999999999996,0,1.8899999999999999,0,0,0,0.19,0,0,0,6.0599999999999996,0,2.27,7.2000000000000002,25.949999999999999,10.42,0.19,36.549999999999997,0,0.76000000000000001,0.38,0,0,0.38,0,0.19,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3300000000000001,0,0,1.3300000000000001,0,0,0,0,0,0,0.38,0,0,0.94999999999999996,1.3300000000000001,0,0,0,0,0,0,0.19,0,0.19,0,0.19,4.7300000000000004,0,0,0.19,0,4.9199999999999999,2.0800000000000001,100
KF-16,1335,0,0,0,0,0,0,0,0,0.80000000000000004,0,2.6600000000000001,0.27000000000000002,0,3.7200000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0.53000000000000003,0,2.3900000000000001,0.27000000000000002,0,2.6600000000000001,15.16,0,17.82,0,1.3300000000000001,5.3200000000000003,0,0,0,14.890000000000001,0,0.80000000000000004,10.369999999999999,0.53000000000000003,3.46,0.27000000000000002,0,0,0.27000000000000002,0.53000000000000003,2.1299999999999999,0,2.6600000000000001,0,2.6600000000000001,2.6600000000000001,24.73,38.030000000000001,0,62.770000000000003,0,0.80000000000000004,0.53000000000000003,0,0,0,0,0,1.3300000000000001,0,0,0.27000000000000002,0,0,0,0,0,0,0,0.53000000000000003,0.53000000000000003,0,0,0,0,0,0,0,0,0,2.1299999999999999,0,0,2.1299999999999999,0,0,0,0.27000000000000002,0.27000000000000002,0,0,1.6000000000000001,0,0.27000000000000002,1.8600000000000001,0,0,0,0,0,0,0,0.27000000000000002,0.27000000000000002,0,0.53000000000000003,6.9100000000000001,0,0,0,0,6.9100000000000001,1.3300000000000001,100
KF-16,1340,0,0,0,0,0,0,0,0,0,0,1.8,0,0,1.8,0,0.26000000000000001,0,0.26000000000000001,0,0.26000000000000001,0.52000000000000002,0.77000000000000002,0,0,0,0,0,0.26000000000000001,7.2199999999999998,1.55,0,9.0199999999999996,18.559999999999999,0,21.91,4.3799999999999999,0,1.8,0,0,0,2.3199999999999998,6.4400000000000004,0,6.1900000000000004,0.52000000000000002,1.8,0,0,0,0,2.8399999999999999,2.0600000000000001,0,4.9000000000000004,0,1.03,3.8700000000000001,18.559999999999999,36.600000000000001,0,55.149999999999999,0,0.52000000000000002,0.26000000000000001,0,0,0,0,0,0.77000000000000002,0,0,0,0.26000000000000001,0,0,0,0,0,0,0.52000000000000002,0.77000000000000002,0,0,0,0,0,0,0,0,0,1.29,0,0,1.29,0,0,0,0,0,0,0.26000000000000001,1.8,0,0.26000000000000001,2.3199999999999998,0,0,0,0,0,0,0,0,0,0,0,7.2199999999999998,0,0,0,0,7.2199999999999998,2.0600000000000001,100
KF-16,1345,0,0,0,0,0,0,0,0,0,0,2.9199999999999999,0.53000000000000003,0,3.4500000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04,0.27000000000000002,0,5.3099999999999996,17.239999999999998,0,15.92,0.80000000000000004,0,1.0600000000000001,0,0,0,4.2400000000000002,3.71,0,5.8399999999999999,0,2.6499999999999999,0.27000000000000002,0.27000000000000002,0,0.53000000000000003,6.3700000000000001,8.4900000000000002,0,14.85,0,0.53000000000000003,6.0999999999999996,31.030000000000001,25.199999999999999,0,56.229999999999997,0,0.27000000000000002,0.27000000000000002,0,0,0,0,0.53000000000000003,1.0600000000000001,0,0,0,0,0.27000000000000002,0,0,0,0,0,0,0.27000000000000002,0,0,0,0,0,0,0,0,0,1.8600000000000001,0.27000000000000002,0.27000000000000002,2.3900000000000001,0,0,0,0,0,0,1.0600000000000001,1.5900000000000001,0,0,2.6499999999999999,0,0,0,0,0,0,0,0.27000000000000002,0,0,0.27000000000000002,7.6900000000000004,0,0,0,0,7.6900000000000004,3.4500000000000002,100
KF-16,1350,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0.88,0,0,0,0,0,0.22,0.22,0.44,0,0.22,0,0.22,0,0,6.8099999999999996,3.2999999999999998,0,10.109999999999999,23.960000000000001,0,5.71,0,0,0.22,0,0,0,4.4000000000000004,0,0,10.99,0,14.949999999999999,3.96,0,0,3.96,4.4000000000000004,9.8900000000000006,0,14.289999999999999,0,1.1000000000000001,2.8599999999999999,47.25,11.210000000000001,0,58.460000000000001,0,0.22,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66000000000000003,0,0,0.66000000000000003,0,0,0,0,0,0,0,0.44,0,0,0.44,0,0,0,0,0,0,0.22,0,0.88,0,0.88,2.6400000000000001,0,0,0,0,2.6400000000000001,1.1000000000000001,100
KF-16,1355,0,0,0,0,0,0,0,0,0.48999999999999999,0,1.7,0,0,2.1800000000000002,0,0,0,0,0,0,0.23999999999999999,0.23999999999999999,0,0,0,0,0,0,4.8499999999999996,1.46,0,6.3099999999999996,12.619999999999999,0,12.380000000000001,0,0,6.0700000000000003,0,0,0,9.7100000000000009,0,0,17.960000000000001,0.23999999999999999,7.5199999999999996,0,0,0,0,3.6400000000000001,3.6400000000000001,0,7.2800000000000002,0,0.48999999999999999,6.7999999999999998,45.630000000000003,22.82,0,68.450000000000003,0,0.23999999999999999,0,0,0,0,0,0,0.23999999999999999,0,0,0,0,0,0,0,0,0,0,0.23999999999999999,0.23999999999999999,0,0,0,0,0,0,0,0,0,1.21,0,0,1.21,0,0,0,0,0,0,0.23999999999999999,1.7,0,0.23999999999999999,2.1800000000000002,0,0,0,0,0,0.48999999999999999,0.23999999999999999,0,0.23999999999999999,0,0.23999999999999999,4.1299999999999999,0,0,0,0,4.1299999999999999,1.9399999999999999,100
KF-16,1360,0,0,0,0,0,0,0,0,0,0,1.1899999999999999,0,0,1.1899999999999999,0,0.23999999999999999,0,0.23999999999999999,0,0,0,0,0,0,0.23999999999999999,0.23999999999999999,0.23999999999999999,0.23999999999999999,5.7300000000000004,1.9099999999999999,0,7.8799999999999999,17.66,0,9.3100000000000005,1.1899999999999999,0.47999999999999998,1.4299999999999999,0,0,0,1.1899999999999999,1.1899999999999999,0,2.1499999999999999,0,23.629999999999999,0.47999999999999998,0,0,0.47999999999999998,5.4900000000000002,11.69,0,17.18,0,0.94999999999999996,4.2999999999999998,49.159999999999997,14.32,0,63.479999999999997,0,0.71999999999999997,0,0,0,0,0,0,0.71999999999999997,0,0,0,0,0,0,0,0,0,0,0.23999999999999999,0.23999999999999999,0,0,0,0,0,0,0,0,0,0.94999999999999996,0.23999999999999999,0,1.1899999999999999,0,0,0,0,0,0,0.71999999999999997,0.94999999999999996,0,0,1.6699999999999999,0,0,0,0,0,0,0,0.23999999999999999,0.23999999999999999,0.23999999999999999,0.71999999999999997,2.1499999999999999,0,0,0,0,2.1499999999999999,2.3900000000000001,100
KF-16,1365,0,0,0,0,0,0,0,0,0.20999999999999999,0,1.47,0,0,1.6799999999999999,0,0.20999999999999999,0,0.20999999999999999,0,0.63,0,0.63,0,0,0,0,0,0,1.26,0.83999999999999997,0,2.1000000000000001,33.82,0,11.130000000000001,3.5699999999999998,0,0.41999999999999998,0,0,0,1.26,1.05,0,4.2000000000000002,0,10.289999999999999,1.8899999999999999,0.63,0,2.52,5.04,10.5,0,15.550000000000001,0,2.1000000000000001,3.5699999999999998,36.549999999999997,19.120000000000001,0,55.670000000000002,0,0.63,0.41999999999999998,0,0,0,0,0.41999999999999998,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20999999999999999,0,0,0.20999999999999999,0,0,0,0,0,0,0,0.41999999999999998,0,0,0.41999999999999998,0,0,0,0,0,0.20999999999999999,0.41999999999999998,0,0.63,0.20999999999999999,0.83999999999999997,1.05,0,0,0,0,1.05,1.8899999999999999,100
KF-16,1370,0,0,0,0,0,0,0,0,0,0,0.20999999999999999,0,0,0.20999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8899999999999997,1.71,0,9.5899999999999999,34.539999999999999,0,5.54,0,0.20999999999999999,0.20999999999999999,0,0,0,6.8200000000000003,0,0,4.9000000000000004,0,12.369999999999999,2.3500000000000001,0,0,2.3500000000000001,4.4800000000000004,8.3200000000000003,0,12.789999999999999,0,1.71,2.3500000000000001,34.969999999999999,14.289999999999999,0,49.25,0,0.20999999999999999,0,0,0,0,0,0,0.20999999999999999,0,0,0.42999999999999999,0,0,0,0,0,0,0,0.20999999999999999,0.20999999999999999,0,0.20999999999999999,0.20999999999999999,0,0,0,0,0,0,0.42999999999999999,0,0,0.42999999999999999,0,0,0,0,0,0.20999999999999999,0,0,0,0.20999999999999999,0.42999999999999999,0,0,0,0,0,0,0,0.20999999999999999,0.20999999999999999,0,0.42999999999999999,1.9199999999999999,0,0,0.20999999999999999,0,2.1299999999999999,1.9199999999999999,100
KF-16,1375,0,0,0,0,0,0,0,0,0,0,0.46999999999999997,0.46999999999999997,0,0.93999999999999995,0,0.23000000000000001,0,0.23000000000000001,0.23000000000000001,0,0.46999999999999997,0.69999999999999996,0,0,0,0,0,0,2.5800000000000001,0,0,2.5800000000000001,19.48,0.23000000000000001,7.2800000000000002,0,0,3.7599999999999998,0,0,0,10.33,0,0,20.66,0,10.09,0,0,0,0,3.29,4.2300000000000004,0,7.5099999999999998,0,0.46999999999999997,6.5700000000000003,48.590000000000003,18.079999999999998,0.23000000000000001,66.900000000000006,0,0,0,0,0,0.23000000000000001,0,0,0.23000000000000001,0,0,0,0,0,0,0,0,0,0,0.23000000000000001,0.23000000000000001,0,0,0,0,0,0,0,0,0,1.1699999999999999,0,0,1.1699999999999999,0,0,0,0,0,0,0.23000000000000001,1.1699999999999999,0,0,1.4099999999999999,0,0,0,0,0,0,0.23000000000000001,0,0.23000000000000001,0,0.23000000000000001,2.8199999999999998,0,0,0,0,2.8199999999999998,3.0499999999999998,100
KF-16,1380,0,0,0,0,0,0,0,0,0,0,0.48999999999999999,0,0,0.48999999999999999,0,0.48999999999999999,0,0.48999999999999999,0.25,0,0,0.25,0,0.48999999999999999,0,0.48999999999999999,0,0,7.3499999999999996,3.9199999999999999,0,11.27,24.510000000000002,0,7.5999999999999996,0.48999999999999999,0,2.4500000000000002,0,0,0,1.96,1.96,0,5.3899999999999997,0,14.460000000000001,0.73999999999999999,0,0,0.73999999999999999,5.8799999999999999,10.050000000000001,0,15.93,0,0.97999999999999998,4.6600000000000001,43.630000000000003,12.99,0,56.619999999999997,0,0,0.25,0.25,0,0.25,0,0,0.73999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48999999999999999,0,0.25,0.73999999999999999,0,0,0,0,0,0.25,0.25,0.97999999999999998,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0.73999999999999999,0,0,0,0,0.73999999999999999,2.21,100
KF-16,1385,0,0,0,0,0,0,0,0,0,0,0.79000000000000004,0,0,0.79000000000000004,0,0.26000000000000001,0,0.26000000000000001,0,0,0.26000000000000001,0.26000000000000001,0,0,0,0,0.52000000000000002,0,4.4500000000000002,1.05,0,5.5,20.420000000000002,0,12.57,0.79000000000000004,0,1.5700000000000001,0,0,0,1.5700000000000001,1.8300000000000001,0.26000000000000001,4.71,0,12.300000000000001,0.52000000000000002,0.26000000000000001,0,0.79000000000000004,5.2400000000000002,14.92,0,20.16,0,0.52000000000000002,8.3800000000000008,47.909999999999997,17.539999999999999,0,65.450000000000003,0,0.52000000000000002,0.52000000000000002,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26000000000000001,0,0,0.26000000000000001,0,0,0,0,0,0,0.79000000000000004,0,0,0,0.79000000000000004,0,0,0,0,0,0,0,0,0,0,0,0.52000000000000002,0,0,0,0,0.52000000000000002,4.1900000000000004,100
KF-16,1390,0,0,0,0,0,0,0,0,0,0,0.20000000000000001,0,0,0.20000000000000001,0,0,0,0,0,0.39000000000000001,0,0.39000000000000001,0,0,0,0,0,0,5.71,0.58999999999999997,0,6.2999999999999998,39.57,0.39000000000000001,6.6900000000000004,0,0.39000000000000001,0,0,0,0,7.2800000000000002,0,0,4.9199999999999999,0,12.99,1.5700000000000001,0,0,1.5700000000000001,4.5300000000000002,5.71,0,10.24,0,2.1699999999999999,1.3799999999999999,31.100000000000001,16.539999999999999,0.39000000000000001,48.030000000000001,0,0.20000000000000001,0,0,0,0.20000000000000001,0,0,0.39000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79000000000000004,0.20000000000000001,0,0.97999999999999998,0,0,0,0,0,0,0,0.20000000000000001,0,0,0.20000000000000001,0,0,0,0,0,0,0.20000000000000001,0,0.39000000000000001,0,0.39000000000000001,3.3500000000000001,0,0,0,0,3.3500000000000001,0.20000000000000001,100
KF-16,1395,0,0,0,0,0,0,0,0,0,0,0.5,1.01,0,1.51,0,0.25,0,0.25,0,0,1.26,1.26,0,0,0,0,0,0,2.7599999999999998,0,0,2.7599999999999998,12.81,0,8.2899999999999991,0,0,3.02,0,0,0,10.550000000000001,0.25,0,18.59,0.5,9.0500000000000007,0.25,0,0,0.25,5.2800000000000002,4.0199999999999996,0,9.3000000000000007,0,1.51,5.5300000000000002,45.729999999999997,21.109999999999999,0,66.829999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0099999999999998,0,0,2.0099999999999998,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0.25,0.25,0.75,0,1.01,7.29,0,0,0,0,7.29,4.0199999999999996,100
KF-16,1400,0,0,0,0,0,0,0,0,0,0,0.95999999999999996,0.23999999999999999,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8099999999999996,2.6400000000000001,0,7.4500000000000002,20.190000000000001,0,9.1300000000000008,3.1299999999999999,0,3.1299999999999999,0,0,0,2.3999999999999999,3.6099999999999999,0,6.0099999999999998,0,12.74,0.23999999999999999,0,0,0.23999999999999999,6.7300000000000004,9.8599999999999994,0,16.59,0,0.95999999999999996,2.1600000000000001,40.869999999999997,19.23,0,60.100000000000001,0,0.47999999999999998,0.23999999999999999,0.23999999999999999,0,0,0,0,0.95999999999999996,0,0,0,0,0,0,0,0.23999999999999999,0,0,0.23999999999999999,0.47999999999999998,0,0,0,0,0,0,0,0,0,0.23999999999999999,0.23999999999999999,0,0.47999999999999998,0,0,0,0,0,0,0.47999999999999998,0.95999999999999996,0,0.23999999999999999,1.6799999999999999,0,0,0,0,0,0,0.23999999999999999,0,0,0,0,4.8099999999999996,0.23999999999999999,0,0,0,5.0499999999999998,2.3999999999999999,100
KF-16,1405,0,0,0,0,0,0,0,0,0,0,1.76,0,0,1.76,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,6.2800000000000002,3.52,0,9.8000000000000007,20.850000000000001,1.01,4.2699999999999996,7.29,0,0.75,0,0,0,1.26,2.5099999999999998,0,4.0199999999999996,0,12.06,3.02,0.25,0,3.27,3.27,12.06,0,15.33,0,1.01,3.52,38.939999999999998,16.329999999999998,1.01,56.280000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0.25,0,0.5,0,0.25,1.01,0,0,0,0,0,0,0,0,0.25,0.25,0.5,7.29,0,0,0,0,7.29,1.76,100
KF-16,1410,0,0,0,0,0,0,0,0,0,0,1.1499999999999999,0,0,1.1499999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23000000000000001,7.6200000000000001,3.46,0,11.32,19.859999999999999,0,1.6200000000000001,2.0800000000000001,0.23000000000000001,0.46000000000000002,0,0,0,3.46,1.6200000000000001,0.46000000000000002,9.2400000000000002,0.68999999999999995,12.93,1.1499999999999999,1.1499999999999999,0,2.3100000000000001,2.77,8.3100000000000005,0,11.09,0,2.54,7.3899999999999997,43.420000000000002,12.699999999999999,0,56.119999999999997,0,0.23000000000000001,0.23000000000000001,0,0,0.23000000000000001,0,0,0.68999999999999995,0,0,0,0,0,0,0,0,0,0,0.23000000000000001,0.23000000000000001,0,0,0,0,0,0,0,0,0,0.46000000000000002,0,0,0.46000000000000002,0,0,0,0,0,0,0.23000000000000001,0,0,0,0.23000000000000001,0,0,0,0,0,0,0,0.23000000000000001,0.23000000000000001,0.23000000000000001,0.68999999999999995,5.54,0,0,0,0,5.54,3.7000000000000002,100
KF-16,1415,0,0,0,0,0,0,0,0,0,0,0.26000000000000001,1.03,0,1.29,0,0,0,0,0,0,0.77000000000000002,0.77000000000000002,0,0,0,0,0,0,4.1200000000000001,0.77000000000000002,0,4.9000000000000004,14.43,0,8.5099999999999998,0.26000000000000001,0,3.3500000000000001,0,0,0,13.4,0,0,18.559999999999999,0,7.4699999999999998,1.03,0,0,1.03,2.5800000000000001,6.1900000000000004,0,8.7599999999999998,0,1.29,4.9000000000000004,44.07,23.449999999999999,0,67.530000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,1.29,0,0,0,0,0,0,0,1.8,0,0,1.8,0,0,0,0,0,0,0,0,0.52000000000000002,0,0.52000000000000002,5.4100000000000001,0,0,0,0,5.4100000000000001,2.0600000000000001,100
KF-16,1420,0,0,0,0,0,0,0,0,0,0,1.4299999999999999,0.47999999999999998,0,1.8999999999999999,0,0.23999999999999999,0,0.23999999999999999,0,0,0.47999999999999998,0.47999999999999998,0,0,0,0,0,0.47999999999999998,5.71,3.1000000000000001,0,9.2899999999999991,25,0,10,2.3799999999999999,0,2.3799999999999999,0,0,0,2.1400000000000001,3.1000000000000001,0,5.9500000000000002,0,9.0500000000000007,0.47999999999999998,0,0,0.47999999999999998,4.5199999999999996,8.5700000000000003,0,13.1,0,2.3799999999999999,3.1000000000000001,34.049999999999997,20,0,54.049999999999997,0,0.47999999999999998,0,0,0,0.23999999999999999,0,0,0.70999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70999999999999996,0,0.23999999999999999,0.94999999999999996,0,0,0,0,0,0,0.70999999999999996,0.70999999999999996,0,0,1.4299999999999999,0,0,0,0,0,0,0,0.23999999999999999,0,0,0.23999999999999999,3.3300000000000001,0.23999999999999999,0,0,0,3.5699999999999998,2.1400000000000001,100
KF-16,1425,0,0,0,0,0,0,0,0,0,0,0.26000000000000001,0.52000000000000002,0,0.79000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2400000000000002,0.26000000000000001,0,5.5,17.280000000000001,0,22.25,0.79000000000000004,1.05,2.0899999999999999,0,0,0,2.3599999999999999,5.5,0.79000000000000004,5.7599999999999998,0,6.2800000000000002,0.52000000000000002,0,0,0.52000000000000002,4.1900000000000004,6.8099999999999996,0,10.99,0,1.3100000000000001,5.2400000000000002,30.890000000000001,34.030000000000001,0,64.920000000000002,0,0.52000000000000002,0,0,0,0,0,0.26000000000000001,0.79000000000000004,0,0,0,0,0,0,0.26000000000000001,0,0,0,0,0.26000000000000001,0,0,0,0,0,0,0,0,0,0.52000000000000002,0,0,0.52000000000000002,0,0,0,0,0,0,0.52000000000000002,1.05,0,0,1.5700000000000001,0,0,0,0,0,0,0,0.26000000000000001,0,0,0.26000000000000001,5.5,0.52000000000000002,0,0,0,6.0199999999999996,2.0899999999999999,100
KF-16,1430,0,0,0,0,0,0,0.19,0.19,0,0,0.93000000000000005,0.19,0,1.1200000000000001,0,0,0,0,0.19,0.37,0,0.56000000000000005,0,0.19,0,0.19,0,0,3.3599999999999999,1.1200000000000001,0,4.4900000000000002,40,0,6.7300000000000004,3.9300000000000002,0,0.37,0,0,0,2.6200000000000001,4.8600000000000003,0.19,4.2999999999999998,0.19,4.6699999999999999,3.3599999999999999,0.93000000000000005,0,4.2999999999999998,1.1200000000000001,7.29,0,8.4100000000000001,0,1.5,3.7400000000000002,25.789999999999999,20,0,45.789999999999999,0,0.56000000000000005,0,0,0,0.19,0,0.19,0.93000000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0.19,0,0,0,0,0,0,0.19,0.56000000000000005,0,0,0.75,0,0,0,0,0,0,0.19,0.19,0.19,0,0.37,4.4900000000000002,0,0,0,0,4.4900000000000002,0.93000000000000005,100
